Country or Area,Year(s),Variant,Value
Trinidad and Tobago,2015,Medium,1360.092
Trinidad and Tobago,2015,High,1360.092
Trinidad and Tobago,2015,Low,1360.092
Trinidad and Tobago,2015,Constant fertility,1360.092
Trinidad and Tobago,2015,Instant replacement,1360.092
Trinidad and Tobago,2015,Zero migration,1360.092
Trinidad and Tobago,2015,Constant mortality,1360.092
Trinidad and Tobago,2015,No change,1360.092
Trinidad and Tobago,2015,Momentum,1360.092
Tunisia,2015,Medium,11273.661
Tunisia,2015,High,11273.661
Tunisia,2015,Low,11273.661
Tunisia,2015,Constant fertility,11273.661
Tunisia,2015,Instant replacement,11273.661
Tunisia,2015,Zero migration,11273.661
Tunisia,2015,Constant mortality,11273.661
Tunisia,2015,No change,11273.661
Tunisia,2015,Momentum,11273.661
Turkey,2015,Medium,78271.472
Turkey,2015,High,78271.472
Turkey,2015,Low,78271.472
Turkey,2015,Constant fertility,78271.472
Turkey,2015,Instant replacement,78271.472
Turkey,2015,Zero migration,78271.472
Turkey,2015,Constant mortality,78271.472
Turkey,2015,No change,78271.472
Turkey,2015,Momentum,78271.472
Turkmenistan,2015,Medium,5565.284
Turkmenistan,2015,High,5565.284
Turkmenistan,2015,Low,5565.284
Turkmenistan,2015,Constant fertility,5565.284
Turkmenistan,2015,Instant replacement,5565.284
Turkmenistan,2015,Zero migration,5565.284
Turkmenistan,2015,Constant mortality,5565.284
Turkmenistan,2015,No change,5565.284
Turkmenistan,2015,Momentum,5565.284
Turks and Caicos Islands,2015,Medium,34.339
Turks and Caicos Islands,2015,High,34.339
Turks and Caicos Islands,2015,Low,34.339
Turks and Caicos Islands,2015,Constant fertility,34.339
Turks and Caicos Islands,2015,Instant replacement,34.339
Turks and Caicos Islands,2015,Zero migration,34.339
Turks and Caicos Islands,2015,Constant mortality,34.339
Turks and Caicos Islands,2015,No change,34.339
Turks and Caicos Islands,2015,Momentum,34.339
Tuvalu,2015,Medium,11.001
Tuvalu,2015,High,11.001
Tuvalu,2015,Low,11.001
Tuvalu,2015,Constant fertility,11.001
Tuvalu,2015,Instant replacement,11.001
Tuvalu,2015,Zero migration,11.001
Tuvalu,2015,Constant mortality,11.001
Tuvalu,2015,No change,11.001
Tuvalu,2015,Momentum,11.001
Uganda,2015,Medium,40144.87
Uganda,2015,High,40144.87
Uganda,2015,Low,40144.87
Uganda,2015,Constant fertility,40144.87
Uganda,2015,Instant replacement,40144.87
Uganda,2015,Zero migration,40144.87
Uganda,2015,Constant mortality,40144.87
Uganda,2015,No change,40144.87
Uganda,2015,Momentum,40144.87
Ukraine,2015,Medium,44657.704
Ukraine,2015,High,44657.704
Ukraine,2015,Low,44657.704
Ukraine,2015,Constant fertility,44657.704
Ukraine,2015,Instant replacement,44657.704
Ukraine,2015,Zero migration,44657.704
Ukraine,2015,Constant mortality,44657.704
Ukraine,2015,No change,44657.704
Ukraine,2015,Momentum,44657.704
United Arab Emirates,2015,Medium,9154.302
United Arab Emirates,2015,High,9154.302
United Arab Emirates,2015,Low,9154.302
United Arab Emirates,2015,Constant fertility,9154.302
United Arab Emirates,2015,Instant replacement,9154.302
United Arab Emirates,2015,Zero migration,9154.302
United Arab Emirates,2015,Constant mortality,9154.302
United Arab Emirates,2015,No change,9154.302
United Arab Emirates,2015,Momentum,9154.302
England,2015,Medium,65397.08
England,2015,High,65397.08
England,2015,Low,65397.08
England,2015,Constant fertility,65397.08
England,2015,Instant replacement,65397.08
England,2015,Zero migration,65397.08
England,2015,Constant mortality,65397.08
England,2015,No change,65397.08
England,2015,Momentum,65397.08
United Republic of Tanzania,2015,Medium,53879.957
United Republic of Tanzania,2015,High,53879.957
United Republic of Tanzania,2015,Low,53879.957
United Republic of Tanzania,2015,Constant fertility,53879.957
United Republic of Tanzania,2015,Instant replacement,53879.957
United Republic of Tanzania,2015,Zero migration,53879.957
United Republic of Tanzania,2015,Constant mortality,53879.957
United Republic of Tanzania,2015,No change,53879.957
United Republic of Tanzania,2015,Momentum,53879.957
USA,2015,Medium,319929.162
USA,2015,High,319929.162
USA,2015,Low,319929.162
USA,2015,Constant fertility,319929.162
USA,2015,Instant replacement,319929.162
USA,2015,Zero migration,319929.162
USA,2015,Constant mortality,319929.162
USA,2015,No change,319929.162
USA,2015,Momentum,319929.162
United States Virgin Islands,2015,Medium,104.977
United States Virgin Islands,2015,High,104.977
United States Virgin Islands,2015,Low,104.977
United States Virgin Islands,2015,Constant fertility,104.977
United States Virgin Islands,2015,Instant replacement,104.977
United States Virgin Islands,2015,Zero migration,104.977
United States Virgin Islands,2015,Constant mortality,104.977
United States Virgin Islands,2015,No change,104.977
United States Virgin Islands,2015,Momentum,104.977
Upper-middle-income countries,2015,Medium,2588362.98
Upper-middle-income countries,2015,High,2588362.98
Upper-middle-income countries,2015,Low,2588362.98
Upper-middle-income countries,2015,Constant fertility,2588362.98
Upper-middle-income countries,2015,Instant replacement,2588362.98
Upper-middle-income countries,2015,Zero migration,2588362.98
Upper-middle-income countries,2015,Constant mortality,2588362.98
Upper-middle-income countries,2015,No change,2588362.98
Upper-middle-income countries,2015,Momentum,2588362.98
Uruguay,2015,Medium,3431.552
Uruguay,2015,High,3431.552
Uruguay,2015,Low,3431.552
Uruguay,2015,Constant fertility,3431.552
Uruguay,2015,Instant replacement,3431.552
Uruguay,2015,Zero migration,3431.552
Uruguay,2015,Constant mortality,3431.552
Uruguay,2015,No change,3431.552
Uruguay,2015,Momentum,3431.552
Uzbekistan,2015,Medium,30976.021
Uzbekistan,2015,High,30976.021
Uzbekistan,2015,Low,30976.021
Uzbekistan,2015,Constant fertility,30976.021
Uzbekistan,2015,Instant replacement,30976.021
Uzbekistan,2015,Zero migration,30976.021
Uzbekistan,2015,Constant mortality,30976.021
Uzbekistan,2015,No change,30976.021
Uzbekistan,2015,Momentum,30976.021
Vanuatu,2015,Medium,264.603
Vanuatu,2015,High,264.603
Vanuatu,2015,Low,264.603
Vanuatu,2015,Constant fertility,264.603
Vanuatu,2015,Instant replacement,264.603
Vanuatu,2015,Zero migration,264.603
Vanuatu,2015,Constant mortality,264.603
Vanuatu,2015,No change,264.603
Vanuatu,2015,Momentum,264.603
Venezuela,2015,Medium,31155.134
Venezuela,2015,High,31155.134
Venezuela,2015,Low,31155.134
Venezuela,2015,Constant fertility,31155.134
Venezuela,2015,Instant replacement,31155.134
Venezuela,2015,Zero migration,31155.134
Venezuela,2015,Constant mortality,31155.134
Venezuela,2015,No change,31155.134
Venezuela,2015,Momentum,31155.134
Vietnam,2015,Medium,93571.567
Vietnam,2015,High,93571.567
Vietnam,2015,Low,93571.567
Vietnam,2015,Constant fertility,93571.567
Vietnam,2015,Instant replacement,93571.567
Vietnam,2015,Zero migration,93571.567
Vietnam,2015,Constant mortality,93571.567
Vietnam,2015,No change,93571.567
Vietnam,2015,Momentum,93571.567
Wallis and Futuna Islands,2015,Medium,12.066
Wallis and Futuna Islands,2015,High,12.066
Wallis and Futuna Islands,2015,Low,12.066
Wallis and Futuna Islands,2015,Constant fertility,12.066
Wallis and Futuna Islands,2015,Instant replacement,12.066
Wallis and Futuna Islands,2015,Zero migration,12.066
Wallis and Futuna Islands,2015,Constant mortality,12.066
Wallis and Futuna Islands,2015,No change,12.066
Wallis and Futuna Islands,2015,Momentum,12.066
Western Africa,2015,Medium,352613.862
Western Africa,2015,High,352613.862
Western Africa,2015,Low,352613.862
Western Africa,2015,Constant fertility,352613.862
Western Africa,2015,Instant replacement,352613.862
Western Africa,2015,Zero migration,352613.862
Western Africa,2015,Constant mortality,352613.862
Western Africa,2015,No change,352613.862
Western Africa,2015,Momentum,352613.862
Western Asia,2015,Medium,258123.914
Western Asia,2015,High,258123.914
Western Asia,2015,Low,258123.914
Western Asia,2015,Constant fertility,258123.914
Western Asia,2015,Instant replacement,258123.914
Western Asia,2015,Zero migration,258123.914
Western Asia,2015,Constant mortality,258123.914
Western Asia,2015,No change,258123.914
Western Asia,2015,Momentum,258123.914
Western Europe,2015,Medium,192032.306
Western Europe,2015,High,192032.306
Western Europe,2015,Low,192032.306
Western Europe,2015,Constant fertility,192032.306
Western Europe,2015,Instant replacement,192032.306
Western Europe,2015,Zero migration,192032.306
Western Europe,2015,Constant mortality,192032.306
Western Europe,2015,No change,192032.306
Western Europe,2015,Momentum,192032.306
Western Sahara,2015,Medium,526.216
Western Sahara,2015,High,526.216
Western Sahara,2015,Low,526.216
Western Sahara,2015,Constant fertility,526.216
Western Sahara,2015,Instant replacement,526.216
Western Sahara,2015,Zero migration,526.216
Western Sahara,2015,Constant mortality,526.216
Western Sahara,2015,No change,526.216
Western Sahara,2015,Momentum,526.216
World,2015,Medium,7383008.82
World,2015,High,7383008.82
World,2015,Low,7383008.82
World,2015,Constant fertility,7383008.82
World,2015,Instant replacement,7383008.82
World,2015,Zero migration,7383008.82
World,2015,Constant mortality,7383008.82
World,2015,No change,7383008.82
World,2015,Momentum,7383008.82
Yemen,2015,Medium,26916.207
Yemen,2015,High,26916.207
Yemen,2015,Low,26916.207
Yemen,2015,Constant fertility,26916.207
Yemen,2015,Instant replacement,26916.207
Yemen,2015,Zero migration,26916.207
Yemen,2015,Constant mortality,26916.207
Yemen,2015,No change,26916.207
Yemen,2015,Momentum,26916.207
Zambia,2015,Medium,16100.587
Zambia,2015,High,16100.587
Zambia,2015,Low,16100.587
Zambia,2015,Constant fertility,16100.587
Zambia,2015,Instant replacement,16100.587
Zambia,2015,Zero migration,16100.587
Zambia,2015,Constant mortality,16100.587
Zambia,2015,No change,16100.587
Zambia,2015,Momentum,16100.587
Zimbabwe,2015,Medium,15777.451
Zimbabwe,2015,High,15777.451
Zimbabwe,2015,Low,15777.451
Zimbabwe,2015,Constant fertility,15777.451
Zimbabwe,2015,Instant replacement,15777.451
Zimbabwe,2015,Zero migration,15777.451
Zimbabwe,2015,Constant mortality,15777.451
Zimbabwe,2015,No change,15777.451
Zimbabwe,2015,Momentum,15777.451
